from,from_module,to,to_module,Type,Id,Label
n401,8,nature,8,Directed,3,
n289,0,inequality,0,Directed,4,
n286,3,women in business,3,Directed,5,
n245,0,gender,0,Directed,6,
n1211,11,science,11,Directed,7,
science,11,n888,7,Directed,1092,
science,11,n872,7,Directed,1141,
science,11,n860,11,Directed,1180,
science,11,n858,7,Directed,1188,
science,11,n855,7,Directed,1198,
science,11,n848,3,Directed,1221,
science,11,n846,11,Directed,1227,
science,11,n284,11,Directed,3005,
science,11,n839,7,Directed,1247,
science,11,n836,11,Directed,1258,
science,11,n833,7,Directed,1268,
science,11,n829,7,Directed,1280,
science,11,n826,6,Directed,1287,
science,11,n813,6,Directed,1333,
science,11,n789,7,Directed,1425,
science,11,n788,11,Directed,1428,
science,11,n786,7,Directed,1433,
science,11,n780,11,Directed,1452,
science,11,n779,6,Directed,1455,
science,11,n772,6,Directed,1476,
science,11,n767,6,Directed,1492,
science,11,n477,7,Directed,1545,
science,11,n753,7,Directed,1543,
science,11,n750,7,Directed,1554,
science,11,n742,7,Directed,1582,
science,11,n739,7,Directed,1589,
science,11,n727,6,Directed,1628,
science,11,n716,7,Directed,1660,
science,11,n714,7,Directed,1666,
science,11,n712,7,Directed,1672,
science,11,n710,7,Directed,1680,
science,11,n680,6,Directed,1775,
science,11,n679,11,Directed,1779,
science,11,n672,11,Directed,1800,
science,11,n669,6,Directed,1808,
science,11,n668,6,Directed,1812,
science,11,n667,4,Directed,1816,
science,11,n662,6,Directed,1831,
science,11,n659,12,Directed,1837,
science,11,n657,7,Directed,1843,
science,11,n641,7,Directed,1894,
science,11,n405,7,Directed,1912,
science,11,n628,7,Directed,1959,
science,11,n587,8,Directed,2097,
science,11,n542,11,Directed,2259,
science,11,n396,11,Directed,2699,
science,11,n392,11,Directed,2703,
science,11,n539,6,Directed,2270,
science,11,n536,11,Directed,2300,
science,11,n482,11,Directed,2305,
science,11,n461,11,Directed,2308,
science,11,n533,6,Directed,2322,
science,11,n532,6,Directed,2326,
science,11,n528,6,Directed,2339,
science,11,n521,11,Directed,2359,
science,11,n505,11,Directed,2421,
science,11,n499,11,Directed,2440,
science,11,n490,6,Directed,2463,
science,11,n445,11,Directed,2565,
science,11,n435,11,Directed,2592,
science,11,n434,11,Directed,2595,
science,11,n426,11,Directed,2622,
science,11,n424,11,Directed,2627,
science,11,n420,11,Directed,2634,
science,11,n418,11,Directed,2642,
science,11,n414,11,Directed,2655,
science,11,n408,11,Directed,2672,
science,11,n403,11,Directed,2680,
science,11,n402,11,Directed,2683,
science,11,n400,1,Directed,2687,
science,11,n397,11,Directed,2695,
science,11,n385,11,Directed,2730,
science,11,n382,11,Directed,2737,
science,11,n381,11,Directed,2741,
science,11,n376,11,Directed,2753,
science,11,n374,11,Directed,2760,
science,11,n250,11,Directed,2767,
science,11,n243,11,Directed,2779,
science,11,n372,11,Directed,2789,
science,11,n371,11,Directed,2794,
science,11,n370,11,Directed,2797,
science,11,n369,11,Directed,2801,
science,11,n367,11,Directed,2808,
science,11,n364,11,Directed,2818,
science,11,n362,11,Directed,2823,
science,11,n273,11,Directed,2828,
science,11,n357,11,Directed,2841,
science,11,n356,11,Directed,2843,
science,11,n355,11,Directed,2848,
science,11,n237,11,Directed,2859,
science,11,n351,11,Directed,2863,
science,11,n341,8,Directed,2889,
science,11,n324,11,Directed,2950,
science,11,n319,11,Directed,2962,
science,11,n318,11,Directed,2965,
science,11,n288,11,Directed,3054,
science,11,n271,11,Directed,3087,
science,11,n270,11,Directed,3093,
science,11,n216,11,Directed,3100,
human origins,11,n1211,11,Directed,8,
n1210,7,TEDx,7,Directed,9,
TEDx,7,n1157,7,Directed,195,
TEDx,7,n1124,4,Directed,315,
TEDx,7,n1095,7,Directed,403,
TEDx,7,n948,3,Directed,880,
TEDx,7,n938,7,Directed,913,
TEDx,7,n867,7,Directed,1158,
TEDx,7,n750,7,Directed,1553,
TEDx,7,n747,7,Directed,1564,
TEDx,7,n734,1,Directed,1605,
TEDx,7,n716,7,Directed,1659,
TEDx,7,n665,6,Directed,1821,
TEDx,7,n634,7,Directed,1942,
TEDx,7,n629,7,Directed,1955,
TEDx,7,n577,3,Directed,2129,
TEDx,7,n575,2,Directed,2136,
TEDx,7,n573,3,Directed,2142,
TEDx,7,n555,7,Directed,2220,
TEDx,7,n471,3,Directed,2503,
TEDx,7,n275,7,Directed,3074,
TEDx,7,n241,7,Directed,3080,
TEDx,7,n235,7,Directed,3164,
TEDx,7,n214,7,Directed,3176,
disability,7,n1210,7,Directed,10,
n1209,1,design,1,Directed,11,
design,1,n302,7,Directed,657,
design,1,n1194,5,Directed,65,
design,1,n1163,4,Directed,170,
design,1,n1064,1,Directed,496,
design,1,n1062,1,Directed,504,
design,1,n1058,2,Directed,519,
design,1,n1057,2,Directed,521,
design,1,n1050,1,Directed,540,
design,1,n1049,1,Directed,544,
design,1,n985,11,Directed,762,
design,1,n980,1,Directed,779,
design,1,n974,1,Directed,799,
design,1,n937,1,Directed,916,
design,1,n936,1,Directed,921,
design,1,n932,2,Directed,937,
design,1,n894,1,Directed,1071,
design,1,n891,7,Directed,1084,
design,1,n889,6,Directed,1090,
design,1,n857,7,Directed,1193,
design,1,n853,1,Directed,1204,
design,1,n849,7,Directed,1219,
design,1,n835,7,Directed,1263,
design,1,n822,1,Directed,1299,
design,1,n815,1,Directed,1328,
design,1,n806,1,Directed,1351,
design,1,n802,1,Directed,1370,
design,1,n782,1,Directed,1445,
design,1,n777,1,Directed,1463,
design,1,n775,1,Directed,1469,
design,1,n770,1,Directed,1483,
design,1,n768,1,Directed,1488,
design,1,n763,5,Directed,1504,
design,1,n762,1,Directed,1507,
design,1,n746,2,Directed,1570,
design,1,n719,1,Directed,1652,
design,1,n707,7,Directed,1693,
design,1,n684,1,Directed,1761,
design,1,n681,1,Directed,1772,
design,1,n646,7,Directed,1879,
design,1,n614,1,Directed,2007,
design,1,n612,1,Directed,2013,
design,1,n478,1,Directed,2042,
design,1,n522,1,Directed,2355,
design,1,n474,8,Directed,2497,
design,1,n473,8,Directed,2500,
design,1,n416,1,Directed,2649,
design,1,n320,1,Directed,2873,
design,1,n342,1,Directed,2886,
design,1,n261,1,Directed,3119,
design,1,n264,1,Directed,3122,
culture,2,n1209,1,Directed,12,
culture,2,n1207,1,Directed,21,
culture,2,n1193,5,Directed,69,
culture,2,n1189,5,Directed,85,
culture,2,n1188,1,Directed,88,
culture,2,n1183,6,Directed,103,
culture,2,n1181,2,Directed,109,
culture,2,n1180,2,Directed,113,
culture,2,n1179,2,Directed,116,
culture,2,n1178,2,Directed,120,
culture,2,n1173,2,Directed,136,
culture,2,n1171,3,Directed,143,
culture,2,n1167,2,Directed,154,
culture,2,n1166,4,Directed,159,
culture,2,n1165,4,Directed,164,
culture,2,n1162,1,Directed,175,
culture,2,n1161,4,Directed,180,
culture,2,n1159,1,Directed,186,
culture,2,n1158,4,Directed,191,
culture,2,n1157,7,Directed,196,
culture,2,n1156,5,Directed,199,
culture,2,n1152,5,Directed,215,
culture,2,n1149,1,Directed,227,
culture,2,n1148,4,Directed,231,
culture,2,n1147,5,Directed,235,
culture,2,n1144,4,Directed,247,
culture,2,n1141,5,Directed,259,
culture,2,n1137,5,Directed,275,
culture,2,n1118,4,Directed,334,
culture,2,n1114,4,Directed,345,
culture,2,n1113,4,Directed,349,
culture,2,n1083,1,Directed,438,
culture,2,n1081,2,Directed,443,
culture,2,n1072,5,Directed,474,
culture,2,n1061,2,Directed,509,
culture,2,n1047,5,Directed,552,
culture,2,n1046,1,Directed,556,
culture,2,n1044,5,Directed,564,
culture,2,n1042,5,Directed,572,
culture,2,n1037,5,Directed,588,
culture,2,n1026,2,Directed,627,
culture,2,n1014,1,Directed,664,
culture,2,n1013,1,Directed,668,
culture,2,n1010,1,Directed,681,
culture,2,n1006,1,Directed,694,
culture,2,n991,5,Directed,743,
culture,2,n986,5,Directed,758,
culture,2,n971,2,Directed,808,
culture,2,n969,2,Directed,813,
culture,2,n966,4,Directed,824,
culture,2,n964,1,Directed,829,
culture,2,n963,2,Directed,833,
culture,2,n961,2,Directed,840,
culture,2,n960,2,Directed,843,
culture,2,n952,2,Directed,868,
culture,2,n949,1,Directed,877,
culture,2,n944,3,Directed,891,
culture,2,n942,6,Directed,899,
culture,2,n937,1,Directed,917,
culture,2,n934,2,Directed,930,
culture,2,n933,4,Directed,934,
culture,2,n931,2,Directed,942,
culture,2,n524,4,Directed,945,
culture,2,n930,4,Directed,950,
culture,2,n927,2,Directed,959,
culture,2,n925,2,Directed,965,
culture,2,n922,2,Directed,978,
culture,2,n918,2,Directed,993,
culture,2,n917,2,Directed,998,
culture,2,n908,2,Directed,1026,
culture,2,n879,2,Directed,1118,
culture,2,n870,1,Directed,1148,
culture,2,n850,2,Directed,1214,
culture,2,n824,2,Directed,1294,
culture,2,n822,1,Directed,1300,
culture,2,n821,2,Directed,1311,
culture,2,n806,1,Directed,1352,
culture,2,n805,2,Directed,1359,
culture,2,n804,2,Directed,1363,
culture,2,n803,1,Directed,1366,
culture,2,n801,2,Directed,1376,
culture,2,n466,2,Directed,1383,
culture,2,n798,2,Directed,1395,
culture,2,n797,2,Directed,1398,
culture,2,n796,2,Directed,1402,
culture,2,n793,2,Directed,1412,
culture,2,n779,6,Directed,1457,
culture,2,n769,4,Directed,1485,
culture,2,n761,1,Directed,1512,
culture,2,n729,5,Directed,1622,
culture,2,n728,6,Directed,1626,
culture,2,n711,4,Directed,1677,
culture,2,n709,4,Directed,1686,
culture,2,n703,2,Directed,1704,
culture,2,n689,6,Directed,1742,
culture,2,n688,4,Directed,1748,
culture,2,n684,1,Directed,1762,
culture,2,n682,1,Directed,1770,
culture,2,n680,6,Directed,1776,
culture,2,n649,5,Directed,1869,
culture,2,n648,3,Directed,1872,
culture,2,n642,2,Directed,1891,
culture,2,n610,2,Directed,2022,
culture,2,n592,4,Directed,2080,
culture,2,n591,2,Directed,2085,
culture,2,n569,2,Directed,2162,
culture,2,n562,2,Directed,2191,
culture,2,n561,2,Directed,2194,
culture,2,n551,2,Directed,2232,
culture,2,n225,2,Directed,2237,
culture,2,n526,2,Directed,2344,
culture,2,n522,1,Directed,2356,
culture,2,n516,4,Directed,2374,
culture,2,n513,4,Directed,2385,
culture,2,n512,1,Directed,2388,
culture,2,n489,6,Directed,2468,
culture,2,n459,6,Directed,2530,
culture,2,n455,3,Directed,2543,
culture,2,n350,12,Directed,2867,
culture,2,n330,4,Directed,2925,
culture,2,n313,4,Directed,2981,
culture,2,n311,4,Directed,2987,
culture,2,n303,6,Directed,3010,
culture,2,n272,12,Directed,3030,
culture,2,n265,12,Directed,3033,
culture,2,n294,12,Directed,3039,
culture,2,n242,3,Directed,3044,
culture,2,n292,3,Directed,3048,
culture,2,n276,7,Directed,3072,
culture,2,n255,7,Directed,3078,
culture,2,n218,2,Directed,3139,
culture,2,n247,2,Directed,3140,
cities,1,n1209,1,Directed,13,
cities,1,n1207,1,Directed,22,
cities,1,n1204,1,Directed,33,
cities,1,n1194,5,Directed,66,
cities,1,n1163,4,Directed,171,
cities,1,n1100,1,Directed,387,
cities,1,n1098,1,Directed,395,
cities,1,n1091,1,Directed,415,
cities,1,n1074,1,Directed,468,
cities,1,n1072,5,Directed,475,
cities,1,n1013,1,Directed,669,
cities,1,n1010,1,Directed,682,
cities,1,n992,5,Directed,740,
cities,1,n876,1,Directed,1129,
cities,1,n870,1,Directed,1149,
cities,1,n843,1,Directed,1236,
cities,1,n822,1,Directed,1301,
cities,1,n806,1,Directed,1353,
cities,1,n803,1,Directed,1367,
cities,1,n802,1,Directed,1371,
cities,1,n768,1,Directed,1489,
cities,1,n736,1,Directed,1600,
cities,1,n613,1,Directed,2010,
cities,1,n478,1,Directed,2044,
cities,1,n470,1,Directed,2047,
arts,2,n1209,1,Directed,14,
arts,2,n1206,2,Directed,25,
arts,2,n1198,1,Directed,54,
arts,2,n1180,2,Directed,114,
arts,2,n1179,2,Directed,117,
arts,2,n1178,2,Directed,121,
arts,2,n1167,2,Directed,155,
arts,2,n1160,2,Directed,184,
arts,2,n1084,1,Directed,435,
arts,2,n1081,2,Directed,445,
arts,2,n1065,1,Directed,492,
arts,2,n1051,2,Directed,538,
arts,2,n1031,2,Directed,608,
arts,2,n1029,2,Directed,616,
arts,2,n1027,2,Directed,624,
arts,2,n1014,1,Directed,665,
arts,2,n977,2,Directed,790,
arts,2,n967,2,Directed,821,
arts,2,n963,2,Directed,834,
arts,2,n962,2,Directed,837,
arts,2,n957,2,Directed,852,
arts,2,n524,4,Directed,946,
arts,2,n925,2,Directed,967,
arts,2,n924,2,Directed,971,
arts,2,n923,2,Directed,975,
arts,2,n922,2,Directed,979,
arts,2,n921,2,Directed,983,
arts,2,n919,2,Directed,991,
arts,2,n918,2,Directed,995,
arts,2,n916,2,Directed,1003,
arts,2,n913,2,Directed,1012,
arts,2,n912,2,Directed,1015,
arts,2,n909,2,Directed,1024,
arts,2,n907,2,Directed,1030,
arts,2,n894,1,Directed,1072,
arts,2,n893,1,Directed,1076,
arts,2,n890,2,Directed,1087,
arts,2,n870,1,Directed,1150,
arts,2,n859,2,Directed,1186,
arts,2,n843,1,Directed,1237,
arts,2,n838,2,Directed,1252,
arts,2,n831,2,Directed,1275,
arts,2,n822,1,Directed,1302,
arts,2,n661,2,Directed,1305,
arts,2,n821,2,Directed,1312,
arts,2,n782,1,Directed,1446,
arts,2,n768,1,Directed,1490,
arts,2,n757,2,Directed,1525,
arts,2,n746,2,Directed,1571,
arts,2,n745,1,Directed,1574,
arts,2,n711,4,Directed,1678,
arts,2,n684,1,Directed,1763,
arts,2,n654,2,Directed,1855,
arts,2,n642,2,Directed,1892,
arts,2,n638,1,Directed,1907,
arts,2,n627,2,Directed,1964,
arts,2,n610,2,Directed,2023,
arts,2,n609,2,Directed,2026,
arts,2,n602,2,Directed,2054,
arts,2,n595,2,Directed,2071,
arts,2,n592,4,Directed,2081,
arts,2,n588,2,Directed,2095,
arts,2,n583,2,Directed,2113,
arts,2,n570,2,Directed,2159,
arts,2,n569,2,Directed,2164,
arts,2,n567,2,Directed,2172,
arts,2,n565,2,Directed,2180,
arts,2,n563,2,Directed,2188,
arts,2,n561,2,Directed,2196,
arts,2,n560,2,Directed,2200,
arts,2,n554,2,Directed,2224,
arts,2,n552,2,Directed,2230,
arts,2,n225,2,Directed,2238,
arts,2,n550,2,Directed,2241,
arts,2,n537,2,Directed,2298,
arts,2,n526,2,Directed,2345,
arts,2,n525,2,Directed,2349,
art,1,n1209,1,Directed,15,
art,1,n1207,1,Directed,23,
art,1,n1206,2,Directed,26,
art,1,n1096,6,Directed,401,
art,1,n1094,1,Directed,406,
art,1,n1092,1,Directed,412,
art,1,n1064,1,Directed,497,
art,1,n1063,1,Directed,501,
art,1,n1050,1,Directed,541,
art,1,n1024,2,Directed,633,
art,1,n1008,3,Directed,689,
art,1,n1007,1,Directed,691,
art,1,n980,1,Directed,781,
art,1,n979,2,Directed,784,
art,1,n970,1,Directed,811,
art,1,n964,1,Directed,830,
art,1,n937,1,Directed,918,
art,1,n936,1,Directed,922,
art,1,n935,1,Directed,926,
art,1,n932,2,Directed,938,
art,1,n929,1,Directed,953,
art,1,n885,1,Directed,1101,
art,1,n880,1,Directed,1115,
art,1,n879,2,Directed,1119,
art,1,n876,1,Directed,1130,
art,1,n850,2,Directed,1215,
art,1,n546,2,Directed,1308,
art,1,n806,1,Directed,1354,
art,1,n803,1,Directed,1368,
art,1,n802,1,Directed,1372,
art,1,n684,1,Directed,1764,
n1208,1,design,1,Directed,16,
technology,11,n1208,1,Directed,17,
technology,11,n1205,3,Directed,29,
technology,11,n1199,1,Directed,50,
technology,11,n1197,1,Directed,56,
technology,11,n1185,5,Directed,97,
technology,11,n1177,2,Directed,124,
technology,11,n1172,11,Directed,139,
technology,11,n1169,9,Directed,148,
technology,11,n1166,4,Directed,158,
technology,11,n1162,1,Directed,174,
technology,11,n1158,4,Directed,190,
technology,11,n1100,1,Directed,386,
technology,11,n1099,11,Directed,390,
technology,11,n1084,1,Directed,433,
technology,11,n1083,1,Directed,437,
technology,11,n1075,1,Directed,464,
technology,11,n1064,1,Directed,495,
technology,11,n1063,1,Directed,499,
technology,11,n1034,1,Directed,596,
technology,11,n1028,2,Directed,618,
technology,11,n1015,3,Directed,660,
technology,11,n1012,1,Directed,672,
technology,11,n1011,8,Directed,676,
technology,11,n1009,8,Directed,684,
technology,11,n422,8,Directed,2617,
technology,11,n985,11,Directed,761,
technology,11,n983,2,Directed,767,
technology,11,n974,1,Directed,797,
technology,11,n959,4,Directed,845,
technology,11,n947,1,Directed,884,
technology,11,n939,5,Directed,911,
technology,11,n935,1,Directed,924,
technology,11,n902,3,Directed,1045,
technology,11,n894,1,Directed,1070,
technology,11,n893,1,Directed,1074,
technology,11,n892,7,Directed,1078,
technology,11,n891,7,Directed,1082,
technology,11,n890,2,Directed,1086,
technology,11,n868,7,Directed,1154,
technology,11,n864,4,Directed,1168,
technology,11,n860,11,Directed,1179,
technology,11,n859,2,Directed,1184,
technology,11,n851,3,Directed,1210,
technology,11,n849,7,Directed,1217,
technology,11,n836,11,Directed,1257,
technology,11,n835,7,Directed,1261,
technology,11,n830,7,Directed,1277,
technology,11,n791,3,Directed,1419,
technology,11,n780,11,Directed,1451,
technology,11,n776,1,Directed,1466,
technology,11,n771,7,Directed,1479,
technology,11,n747,7,Directed,1565,
technology,11,n737,11,Directed,1595,
technology,11,n735,1,Directed,1602,
technology,11,n726,7,Directed,1631,
technology,11,n724,7,Directed,1638,
technology,11,n677,11,Directed,1786,
technology,11,n672,11,Directed,1799,
technology,11,n656,7,Directed,1846,
technology,11,n651,8,Directed,1863,
technology,11,n646,7,Directed,1877,
technology,11,n645,2,Directed,1881,
technology,11,n640,7,Directed,1898,
technology,11,n636,7,Directed,1919,
technology,11,n529,7,Directed,1931,
technology,11,n527,7,Directed,1935,
technology,11,n629,7,Directed,1956,
technology,11,n618,2,Directed,1994,
technology,11,n617,2,Directed,1997,
technology,11,n591,2,Directed,2084,
technology,11,n576,3,Directed,2132,
technology,11,n542,11,Directed,2258,
technology,11,n541,7,Directed,2263,
technology,11,n396,11,Directed,2698,
technology,11,n393,11,Directed,2701,
technology,11,n536,11,Directed,2299,
technology,11,n482,11,Directed,2304,
technology,11,n407,11,Directed,2312,
technology,11,n521,11,Directed,2358,
technology,11,n520,8,Directed,2362,
technology,11,n510,1,Directed,2397,
technology,11,n505,11,Directed,2420,
technology,11,n474,8,Directed,2496,
technology,11,n471,3,Directed,2504,
technology,11,n447,3,Directed,2560,
technology,11,n346,3,Directed,2874,
technology,11,n457,11,Directed,2537,
technology,11,n450,11,Directed,2552,
technology,11,n443,5,Directed,2575,
technology,11,n435,11,Directed,2591,
technology,11,n433,11,Directed,2600,
technology,11,n432,11,Directed,2603,
technology,11,n420,11,Directed,2632,
technology,11,n403,11,Directed,2679,
technology,11,n395,11,Directed,2706,
technology,11,n382,11,Directed,2736,
technology,11,n380,11,Directed,2745,
technology,11,n376,11,Directed,2752,
technology,11,n375,11,Directed,2756,
technology,11,n246,11,Directed,2773,
technology,11,n243,11,Directed,2778,
technology,11,n238,11,Directed,2783,
technology,11,n371,11,Directed,2793,
technology,11,n368,11,Directed,2805,
technology,11,n351,11,Directed,2862,
technology,11,n349,1,Directed,2869,
technology,11,n300,11,Directed,3012,
technology,11,n267,4,Directed,3104,
technology,11,n227,4,Directed,3109,
technology,11,n226,4,Directed,3113,
invention,1,n1208,1,Directed,18,
invention,1,n1196,1,Directed,59,
invention,1,n1184,1,Directed,100,
invention,1,n1090,1,Directed,418,
invention,1,n1004,1,Directed,700,
invention,1,n999,1,Directed,717,
invention,1,n305,1,Directed,2390,
invention,1,n511,1,Directed,2394,
invention,1,n496,1,Directed,2406,
invention,1,n481,1,Directed,2408,
invention,1,n479,1,Directed,2411,
entertainment,2,n1208,1,Directed,19,
entertainment,2,n1187,5,Directed,91,
entertainment,2,n1099,11,Directed,392,
entertainment,2,n1088,1,Directed,423,
entertainment,2,n1063,1,Directed,500,
entertainment,2,n1062,1,Directed,503,
entertainment,2,n1061,2,Directed,508,
entertainment,2,n1060,2,Directed,512,
entertainment,2,n1048,2,Directed,548,
entertainment,2,n1015,3,Directed,661,
entertainment,2,n1012,1,Directed,673,
entertainment,2,n278,9,Directed,773,
entertainment,2,n978,2,Directed,787,
entertainment,2,n976,2,Directed,793,
entertainment,2,n971,2,Directed,807,
entertainment,2,n952,2,Directed,867,
entertainment,2,n936,1,Directed,920,
entertainment,2,n934,2,Directed,929,
entertainment,2,n931,2,Directed,941,
entertainment,2,n926,2,Directed,962,
entertainment,2,n900,5,Directed,1052,
entertainment,2,n893,1,Directed,1075,
entertainment,2,n885,1,Directed,1100,
entertainment,2,n880,1,Directed,1113,
entertainment,2,n878,2,Directed,1123,
entertainment,2,n877,2,Directed,1127,
entertainment,2,n862,2,Directed,1173,
entertainment,2,n850,2,Directed,1213,
entertainment,2,n827,2,Directed,1286,
entertainment,2,n804,2,Directed,1362,
entertainment,2,n439,2,Directed,1386,
entertainment,2,n799,2,Directed,1391,
entertainment,2,n798,2,Directed,1394,
entertainment,2,n797,2,Directed,1397,
entertainment,2,n795,2,Directed,1406,
entertainment,2,n794,2,Directed,1410,
entertainment,2,n782,1,Directed,1444,
entertainment,2,n757,2,Directed,1524,
entertainment,2,n469,2,Directed,2511,
entertainment,2,n717,2,Directed,1657,
entertainment,2,n685,2,Directed,1759,
entertainment,2,n645,2,Directed,1883,
entertainment,2,n644,2,Directed,1886,
entertainment,2,n627,2,Directed,1963,
entertainment,2,n626,2,Directed,1968,
entertainment,2,n625,2,Directed,1972,
entertainment,2,n619,2,Directed,1991,
entertainment,2,n616,2,Directed,2001,
entertainment,2,n615,2,Directed,2003,
entertainment,2,n602,2,Directed,2053,
entertainment,2,n594,2,Directed,2074,
entertainment,2,n590,2,Directed,2089,
entertainment,2,n583,2,Directed,2112,
entertainment,2,n570,2,Directed,2158,
entertainment,2,n569,2,Directed,2161,
entertainment,2,n568,2,Directed,2167,
entertainment,2,n565,2,Directed,2179,
entertainment,2,n564,2,Directed,2184,
entertainment,2,n563,2,Directed,2187,
entertainment,2,n562,2,Directed,2190,
entertainment,2,n560,2,Directed,2198,
entertainment,2,n225,2,Directed,2236,
entertainment,2,n549,2,Directed,2244,
entertainment,2,n463,2,Directed,2280,
entertainment,2,n452,2,Directed,2283,
entertainment,2,n437,2,Directed,2587,
n1207,1,design,1,Directed,20,
n1206,2,design,1,Directed,24,
humor,2,n1206,2,Directed,27,
humor,2,n1174,2,Directed,134,
humor,2,n1078,2,Directed,456,
humor,2,n1022,10,Directed,640,
humor,2,n973,2,Directed,802,
humor,2,n932,2,Directed,936,
humor,2,n914,2,Directed,1009,
humor,2,n838,2,Directed,1251,
humor,2,n746,2,Directed,1568,
n1205,3,design,1,Directed,28,
computers,3,n1205,3,Directed,30,
computers,3,n1200,7,Directed,48,
computers,3,n1097,3,Directed,397,
computers,3,n1008,3,Directed,688,
computers,3,n852,3,Directed,1207,
computers,3,n791,3,Directed,1420,
computers,3,n421,3,Directed,2508,
children,3,n1205,3,Directed,31,
children,3,n1097,3,Directed,398,
children,3,n1015,3,Directed,662,
children,3,n1001,1,Directed,712,
children,3,n948,3,Directed,881,
children,3,n944,3,Directed,892,
children,3,n852,3,Directed,1208,
children,3,n848,3,Directed,1222,
children,3,n832,3,Directed,1272,
children,3,n791,3,Directed,1421,
children,3,n666,3,Directed,1818,
children,3,n660,3,Directed,1834,
children,3,n653,8,Directed,1857,
children,3,n576,3,Directed,2134,
children,3,n290,3,Directed,2418,
n1204,1,design,1,Directed,32,
creativity,2,n1204,1,Directed,34,
creativity,2,n1098,1,Directed,394,
creativity,2,n1084,1,Directed,434,
creativity,2,n1081,2,Directed,444,
creativity,2,n1080,2,Directed,448,
creativity,2,n1073,1,Directed,470,
creativity,2,n1062,1,Directed,505,
creativity,2,n1059,2,Directed,516,
creativity,2,n1055,2,Directed,528,
creativity,2,n1040,10,Directed,578,
creativity,2,n1030,2,Directed,612,
creativity,2,n1023,2,Directed,636,
creativity,2,n980,1,Directed,780,
creativity,2,n965,4,Directed,827,
creativity,2,n952,2,Directed,869,
creativity,2,n935,1,Directed,925,
creativity,2,n924,2,Directed,970,
creativity,2,n880,1,Directed,1114,
creativity,2,n859,2,Directed,1185,
creativity,2,n762,1,Directed,1508,
creativity,2,n715,1,Directed,1663,
creativity,2,n624,2,Directed,1975,
creativity,2,n619,2,Directed,1992,
creativity,2,n478,1,Directed,2043,
creativity,2,n470,1,Directed,2046,
creativity,2,n601,2,Directed,2057,
creativity,2,n582,2,Directed,2117,
creativity,2,n568,2,Directed,2168,
creativity,2,n566,2,Directed,2176,
creativity,2,n559,2,Directed,2203,
creativity,2,n452,2,Directed,2284,
creativity,2,n442,2,Directed,2287,
creativity,2,n348,2,Directed,2291,
creativity,2,n347,2,Directed,2294,
architecture,1,n1204,1,Directed,35,
architecture,1,n1203,4,Directed,37,
architecture,1,n1202,5,Directed,40,
architecture,1,n1201,1,Directed,43,
architecture,1,n1195,1,Directed,62,
architecture,1,n1100,1,Directed,388,
architecture,1,n1095,7,Directed,404,
architecture,1,n1094,1,Directed,407,
architecture,1,n1093,1,Directed,410,
architecture,1,n1075,1,Directed,465,
architecture,1,n1073,1,Directed,471,
architecture,1,n1065,1,Directed,493,
architecture,1,n1014,1,Directed,666,
architecture,1,n1013,1,Directed,670,
architecture,1,n1006,1,Directed,695,
architecture,1,n1005,7,Directed,697,
architecture,1,n1004,1,Directed,701,
architecture,1,n1003,1,Directed,704,
architecture,1,n762,1,Directed,1509,
architecture,1,n715,1,Directed,1664,
architecture,1,n683,1,Directed,1767,
architecture,1,n604,1,Directed,2040,
n1203,4,design,1,Directed,36,
global issues,4,n1203,4,Directed,38,
global issues,4,n1194,5,Directed,64,
global issues,4,n1193,5,Directed,68,
global issues,4,n1192,3,Directed,73,
global issues,4,n1191,5,Directed,78,
global issues,4,n1181,2,Directed,108,
global issues,4,n1072,5,Directed,473,
global issues,4,n1071,5,Directed,478,
global issues,4,n1056,4,Directed,524,
global issues,4,n1047,5,Directed,550,
global issues,4,n1046,1,Directed,555,
global issues,4,n1045,5,Directed,558,
global issues,4,n1044,5,Directed,563,
global issues,4,n1043,5,Directed,567,
global issues,4,n1042,5,Directed,571,
global issues,4,n1041,5,Directed,576,
global issues,4,n1038,5,Directed,585,
global issues,4,n995,5,Directed,728,
global issues,4,n994,4,Directed,732,
global issues,4,n993,5,Directed,736,
global issues,4,n956,5,Directed,854,
global issues,4,n955,4,Directed,858,
global issues,4,n949,1,Directed,876,
global issues,4,n945,4,Directed,889,
global issues,4,n943,4,Directed,895,
global issues,4,n933,4,Directed,933,
global issues,4,n524,4,Directed,944,
global issues,4,n930,4,Directed,949,
global issues,4,n905,4,Directed,1037,
global issues,4,n904,4,Directed,1039,
global issues,4,n901,4,Directed,1050,
global issues,4,n884,4,Directed,1104,
global issues,4,n882,7,Directed,1109,
global issues,4,n871,7,Directed,1145,
global issues,4,n841,5,Directed,1242,
global issues,4,n839,7,Directed,1248,
global issues,4,n832,3,Directed,1271,
global issues,4,n823,4,Directed,1297,
global issues,4,n546,2,Directed,1307,
global issues,4,n819,5,Directed,1317,
global issues,4,n810,4,Directed,1341,
global issues,4,n809,4,Directed,1343,
global issues,4,n808,4,Directed,1347,
global issues,4,n805,2,Directed,1358,
global issues,4,n800,2,Directed,1380,
global issues,4,n792,5,Directed,1415,
global issues,4,n783,4,Directed,1442,
global issues,4,n766,5,Directed,1495,
global issues,4,n763,5,Directed,1503,
global issues,4,n759,5,Directed,1516,
global issues,4,n743,7,Directed,1580,
global issues,4,n737,11,Directed,1596,
