Id,Label,name,support,confidence,lift,Modularity Class,In-Degree,Out-Degree,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Clustering Coefficient,Reciprocated Vertex Pair Ratio,Dynamic Filter
n627,.,r416,0.00230017,0.8,15.1217,2,3,1,547.356674,0.000197,0.002952,0.679536,0,0,
n626,.,r415,0.00230017,0.5,15.2544,2,3,1,237.362859,0.000192,0.002519,0.6812,0,0,
n625,.,r414,0.00575043,0.5,15.2544,2,3,1,306.40909,0.000192,0.002361,0.690722,0,0,
n624,.,r413,0.00230017,0.5,15.2544,2,2,1,79.296742,0.000172,0.000802,0.546758,0,0,
n623,.,r412,0.00230017,0.5,15.2544,2,2,1,76.980498,0.000174,0.001237,0.555917,0,0,
n622,.,r411,0.00230017,0.5,15.2544,1,2,1,133.516458,0.000173,5.50E-05,0.622099,0,0,
n621,.,r410,0.00287522,0.714286,15.3351,5,3,1,1146.492472,0.000218,0.001223,0.709388,0,0,
n620,.,r409,0.00287522,0.555556,15.3351,5,2,1,1308.888182,0.000213,0.000932,0.602753,0,0,
n619,.,r408,0.00287522,0.555556,15.3351,2,3,1,314.507655,0.000193,0.00235,0.681323,0,0,
n618,.,r407,0.00287522,0.833333,15.4167,2,2,1,6894.53221,0.000219,0.001425,0.553358,0,0,
n617,.,r406,0.00287522,0.833333,15.4167,2,2,1,4796.488788,0.000217,0.001345,0.552502,0,0,
n616,.,r405,0.00287522,0.833333,15.4167,2,2,1,343.974204,0.000191,0.00198,0.56882,0,0,
n615,.,r404,0.00287522,0.833333,15.4167,2,2,1,106.555615,0.000191,0.00212,0.551262,0,0,
n614,.,r403,0.00287522,0.833333,15.4167,1,2,1,1654.54879,0.000202,0.000471,0.589565,0,0,
n613,.,r402,0.00287522,0.5,15.5268,1,2,1,500.174004,0.000179,0.000222,0.605348,0,0,
n612,.,r401,0.00230017,0.5,15.5268,1,2,1,570.184217,0.000195,0.000463,0.588096,0,0,
n219,.,r8,0.00230017,0.666667,128.815,6,2,1,915.06393,0.000171,2.70E-05,0.661447,0,0,
n611,.,r400,0.00345026,0.5,15.5268,6,2,1,915.06393,0.000171,2.70E-05,0.661447,0,0,
n610,.,r399,0.00230017,0.8,15.6315,2,3,1,957.77477,0.000215,0.002431,0.685876,0,0,
n609,.,r398,0.00230017,0.8,15.8091,2,2,1,192.457414,0.000195,0.001532,0.550783,0,0,
n608,.,r397,0.00230017,0.8,15.8091,2,2,1,574.478283,0.000183,0.000551,0.598911,0,0,
n607,.,r396,0.00230017,0.8,15.8091,2,2,1,50.81235,0.000174,0.001395,0.546395,0,0,
n606,.,r395,0.0080506,0.518519,15.8194,2,1,1,15.795388,0.000172,0.000996,0.416456,0,0,
n605,.,r394,0.00345026,0.857143,15.8571,8,2,1,757.356545,0.000179,7.00E-05,0.627934,0,0,
n604,.,r393,0.00287522,0.625,15.9835,1,2,1,500.174004,0.000179,0.000222,0.605348,0,0,
n478,.,r267,0.00287522,0.714286,24.8429,1,3,1,752.632104,0.000198,0.000765,0.710076,0,0,
n470,.,r259,0.00230017,0.8,25.763,1,2,1,245.573968,0.000185,0.000398,0.567294,0,0,
n603,.,r392,0.00230017,0.8,15.9908,1,2,1,397.827799,0.000176,8.00E-05,0.625888,0,0,
n602,.,r391,0.00460035,0.666667,16.1019,2,3,1,550.972717,0.000197,0.003376,0.679296,0,0,
n601,.,r390,0.0040253,0.875,16.1875,2,2,1,96.574259,0.000175,0.001226,0.546517,0,0,
n600,.,r389,0.0040253,0.875,16.1875,2,1,1,84.655893,0.000172,0.000857,0.434014,0,0,
n599,.,r388,0.0040253,0.875,16.1875,6,2,1,367.438742,0.000163,3.90E-05,0.648422,0,0,
n598,.,r387,0.00287522,0.833333,16.2828,6,2,1,1469.640229,0.000182,0.000163,0.607741,0,0,
n170,self,267,,,,6,0,1,0,0.000136,0,0.375433,0,0,
n597,.,r386,0.00230017,0.666667,16.3286,6,2,1,2600.066,0.000163,3.70E-05,0.795646,0,0,
n595,.,r384,0.00460035,0.666667,16.3286,2,2,1,298.225832,0.00019,0.002252,0.54449,0,0,
n594,.,r383,0.00460035,0.888889,16.4444,2,2,1,198.317903,0.000191,0.00201,0.558225,0,0,
n593,.,r382,0.00460035,0.888889,16.4444,6,1,1,135.612878,0.000153,1.10E-05,0.522396,0,0,
n41,consciousness,69,,,,6,1,4,303.63388,0.000152,1.00E-06,1.195543,0,0,
n592,.,r381,0.00632547,0.846154,16.5333,4,4,1,5736.738126,0.000241,0.003299,0.823168,0,0,
n591,.,r380,0.00230017,0.666667,16.8019,2,3,1,5360.998425,0.000228,0.001339,0.768239,0,0,
n590,.,r379,0.00230017,0.666667,16.8019,2,3,1,237.362859,0.000192,0.002519,0.6812,0,0,
n589,.,r378,0.00575043,0.909091,16.8182,4,2,1,778.543823,0.000214,0.001004,0.570973,0,0,
n588,.,r377,0.00517539,0.642857,16.9383,2,2,1,281.487339,0.000185,0.001828,0.544731,0,0,
n587,.,r376,0.00287522,0.555556,16.9493,8,3,1,24978.14278,0.000236,0.000969,0.757572,0,0,
n586,.,r375,0.00230017,0.666667,17.049,6,2,1,2118.209025,0.000201,0.000403,0.606886,0,0,
n585,.,r374,0.0040253,0.7,17.1451,5,2,1,638.415714,0.000187,0.000132,0.6129,0,0,
n584,.,r373,0.00287522,0.625,17.252,2,2,1,50.81235,0.000174,0.001395,0.546395,0,0,
n583,.,r372,0.0080506,0.933333,17.2667,2,4,1,780.463765,0.000198,0.003727,0.811793,0,0,
n582,.,r371,0.00230017,0.571429,17.4336,2,3,1,175.808619,0.000176,0.001577,0.679014,0,0,
n580,.,r369,0.00287522,0.714286,17.495,4,3,1,1202.044481,0.000214,0.001042,0.712886,0,0,
n579,.,r368,0.00230017,0.666667,17.5657,4,2,1,421.489232,0.000186,0.000295,0.605359,0,0,
n578,.,r367,0.00230017,0.666667,17.5657,4,2,1,17.484592,0.000163,0.000175,0.575594,0,0,
n577,.,r366,0.00345026,0.666667,17.5657,3,2,1,1594.823966,0.000194,4.80E-05,0.67454,0,0,
n576,.,r365,0.00230017,0.8,17.6101,3,3,1,3645.804539,0.000213,0.000367,0.758026,0,0,
n575,.,r364,0.00230017,0.571429,18.4021,2,2,1,1559.616837,0.000193,6.50E-05,0.657471,0,0,
n574,.,r363,0.00230017,0.571429,18.4021,7,2,1,3067.984434,0.000196,0.000305,0.576796,0,0,
n573,.,r362,0.00230017,0.666667,18.4021,3,2,1,254.07678,0.000189,4.80E-05,0.648809,0,0,
n105,Internet,158,,,,3,3,3,735.328123,0.000185,3.20E-05,1.265799,0,0,
n283,.,r72,0.00230017,0.8,60.487,5,2,1,1850.275206,0.000187,0.000194,0.603087,0,0,
n572,.,r361,0.00230017,0.571429,18.4021,5,2,1,1120.999264,0.000213,0.000933,0.594391,0,0,
n571,.,r360,0.00230017,0.666667,18.4021,5,1,1,42.921858,0.000161,6.50E-05,0.465461,0,0,
n257,.,r46,0.0040253,0.777778,79.5621,5,2,1,638.415714,0.000187,0.000132,0.6129,0,0,
n570,.,r359,0.00460035,0.666667,18.4021,2,4,1,780.463765,0.000198,0.003727,0.811793,0,0,
n569,.,r358,0.00230017,1,18.5,2,4,1,3320.906904,0.000226,0.004226,0.816947,0,0,
n568,.,r357,0.00230017,1,18.5,2,3,1,348.23835,0.000193,0.002431,0.682179,0,0,
n567,.,r356,0.00230017,1,18.5,2,3,1,459.368871,0.00019,0.002603,0.676987,0,0,
n566,.,r355,0.00287522,1,18.5,2,3,1,175.808619,0.000176,0.001577,0.679014,0,0,
n565,.,r354,0.00230017,1,18.5,2,3,1,671.740226,0.000197,0.003218,0.688818,0,0,
n564,.,r353,0.00230017,1,18.5,2,3,1,306.40909,0.000192,0.002361,0.690722,0,0,
n563,.,r352,0.00230017,1,18.5,2,3,1,896.906852,0.000197,0.003188,0.699412,0,0,
n562,.,r351,0.00230017,1,18.5,2,3,1,2511.623708,0.000221,0.003018,0.686355,0,0,
n561,.,r350,0.00230017,1,18.5,2,3,1,2036.379036,0.00022,0.003102,0.682141,0,0,
n560,.,r349,0.00230017,1,18.5,2,3,1,418.82387,0.000197,0.003327,0.681854,0,0,
n559,.,r348,0.00287522,1,18.5,2,2,1,124.933886,0.000176,0.001307,0.547373,0,0,
n558,.,r347,0.00287522,1,18.5,1,2,1,3784.871105,0.000202,0.000405,0.6159,0,0,
n480,.,r269,0.00287522,0.714286,24.8429,1,2,1,397.827799,0.000176,8.00E-05,0.625888,0,0,
n468,.,r257,0.00287522,1,25.9552,1,2,1,1573.556434,0.000202,0.000432,0.597098,0,0,
n557,.,r346,0.00287522,0.5,18.5,1,2,1,397.827799,0.000176,8.00E-05,0.625888,0,0,
n556,.,r345,0.00460035,0.5,18.5,1,2,1,517.237553,0.000176,5.20E-05,0.643605,0,0,
n555,.,r344,0.00287522,0.5,18.5,7,2,1,6429.629154,0.000202,0.001068,0.575313,0,0,
n554,.,r343,0.00230017,1,18.5,2,2,1,376.115257,0.000189,0.002094,0.554012,0,0,
n553,.,r342,0.00230017,1,18.5,2,2,1,76.980498,0.000174,0.001237,0.555917,0,0,
n552,.,r341,0.00230017,1,18.5,2,2,1,503.044156,0.000189,0.002064,0.564607,0,0,
n551,.,r340,0.00230017,1,18.5,2,2,1,1361.640226,0.000214,0.001895,0.551549,0,0,
n225,.,r14,0.00287522,0.833333,120.764,2,4,1,3320.906904,0.000226,0.004226,0.816947,0,0,
n550,.,r339,0.00230017,1,18.5,2,2,1,193.519258,0.000189,0.002204,0.547048,0,0,
n549,.,r338,0.00287522,1,18.5,2,2,1,860.311722,0.000191,0.001917,0.607787,0,0,
n548,.,r337,0.00230017,1,18.5,1,1,1,2410,0.000144,6.00E-06,0.701642,0,0,
n152,plastic,240,,,,1,0,1,0,0.000123,0,0.448198,0,0,
n547,.,r336,0.00230017,0.5,18.5,2,1,1,214.64655,0.000172,0.000793,0.472982,0,0,
n545,.,r334,0.00230017,0.666667,18.6989,4,2,1,95.970468,0.000178,0.000324,0.582923,0,0,
n544,.,r333,0.00287522,0.714286,18.8203,4,2,1,115.273064,0.000178,0.000315,0.590721,0,0,
n543,.,r332,0.00287522,0.714286,18.8203,1,1,1,189.529914,0.000165,2.50E-05,0.567162,0,0,
n205,wikipedia,326,,,,1,0,2,221.692444,0.000166,4.00E-06,0.591011,0,0,
n542,.,r331,0.00287522,0.714286,18.8203,11,4,1,9651.697401,0.00023,0.000496,0.884125,0,0,
n541,.,r330,0.00230017,1,18.9022,7,3,1,5292.468115,0.000221,0.000424,0.738437,0,0,
n396,.,r185,0.00230017,0.5,34.78,11,3,1,5250.684071,0.000221,0.000377,0.823933,0,0,
n393,.,r182,0.00287522,0.5,34.78,11,2,1,1991.075239,0.000207,0.000305,0.678245,0,0,
n392,.,r181,0.00230017,0.5,34.78,11,2,1,764.783353,0.000184,7.70E-05,0.685328,0,0,
n539,.,r328,0.00230017,0.5,18.9022,6,2,1,2050.465007,0.000196,0.000117,0.610689,0,0,
n538,.,r327,0.0040253,0.777778,19.0501,6,2,1,464.909025,0.000169,5.60E-05,0.634155,0,0,
n472,.,r261,0.00230017,1,25.5735,2,1,1,16.741554,0.000155,0.000382,0.422805,0,0,
n463,.,r252,0.00230017,0.571429,26.8571,2,3,1,237.362859,0.000192,0.002519,0.6812,0,0,
n452,.,r241,0.00862565,0.882353,28.415,2,3,1,314.507655,0.000193,0.00235,0.681323,0,0,
n442,.,r231,0.00230017,0.666667,29.7265,2,2,1,96.574259,0.000175,0.001226,0.546517,0,0,
n348,.,r137,0.00632547,0.846154,40.8739,2,3,1,175.808619,0.000176,0.001577,0.679014,0,0,
n347,.,r136,0.00230017,0.8,40.9176,2,2,1,79.296742,0.000172,0.000802,0.546758,0,0,
n537,.,r326,0.0040253,0.777778,19.0501,2,3,1,459.368871,0.00019,0.002603,0.676987,0,0,
n536,.,r325,0.00287522,0.625,19.068,11,3,1,9654.888754,0.000224,0.000399,0.724821,0,0,
n71,exploration,111,,,,11,13,18,13219.66902,0.00018,6.90E-05,5.037667,0,0,
n198,universe,314,,,,11,16,13,29259.01425,0.000179,2.90E-05,5.199509,0,0,
n482,.,r271,0.00287522,0.555556,24.7721,11,3,1,6136.992151,0.000224,0.00043,0.740995,0,0,
n461,.,r250,0.00345026,0.857143,27.6032,11,3,1,17350.40236,0.000236,0.000998,0.739682,0,0,
n407,.,r196,0.00287522,0.833333,32.9356,11,3,1,7857.621523,0.000235,0.001226,0.732599,0,0,
n406,.,r195,0.00230017,0.666667,33.1238,1,2,1,115.303918,0.000176,6.70E-05,0.622508,0,0,
n535,.,r324,0.00287522,0.5,19.3222,1,2,1,115.303918,0.000176,6.70E-05,0.622508,0,0,
n533,.,r322,0.00230017,0.5,19.3222,6,3,1,2895.9709,0.000191,0.000111,0.79411,0,0,
n532,.,r321,0.00230017,1,19.5393,6,2,1,3057.179335,0.000185,8.30E-05,0.668084,0,0,
n531,.,r320,0.00345026,1,19.5393,6,2,1,1339.612878,0.000153,1.10E-05,0.772092,0,0,
n147,philosophy,235,,,,6,0,2,0.666667,0.000129,0,0.587519,0,0,
n530,.,r319,0.00230017,1,19.5393,6,2,1,181.269258,0.000153,1.30E-05,0.69429,0,0,
n249,.,r38,0.00287522,0.555556,87.8283,6,2,1,1339.612878,0.000153,1.10E-05,0.772092,0,0,
n528,.,r317,0.00230017,0.8,19.5944,6,3,1,2895.9709,0.000191,0.000111,0.79411,0,0,
n526,.,r315,0.00230017,0.8,19.5944,2,4,1,5736.738126,0.000241,0.003299,0.823168,0,0,
n525,.,r314,0.00230017,1,19.7614,2,3,1,4077.923435,0.00023,0.0024,0.688075,0,0,
n523,.,r312,0.00230017,0.5,19.7614,11,2,1,143.289121,0.000148,1.40E-05,0.608685,0,0,
n149,physics,237,,,,11,17,12,16480.48458,0.000154,1.50E-05,5.189118,0,0,
n11,astronomy,21,,,,11,9,9,6942.943097,0.000153,8.00E-06,3.265227,0,0,
n522,.,r311,0.00287522,0.5,19.7614,1,3,1,3163.263219,0.000223,0.001437,0.736911,0,0,
n521,.,r310,0.00230017,1,19.9885,11,3,1,5230.01482,0.000223,0.000401,0.734136,0,0,
n78,fish,121,,,,11,3,15,4235.12855,0.000178,2.60E-05,3.128343,0,0,
n520,.,r309,0.00230017,0.8,20.4588,8,2,1,1684.229185,0.00021,0.000329,0.588449,0,0,
n519,.,r308,0.00230017,0.8,20.4588,8,2,1,284.91573,0.000169,4.90E-05,0.587974,0,0,
n518,.,r307,0.00230017,0.8,20.4588,7,1,1,2410,0.000122,1.00E-06,0.820168,0,0,
n82,garden,127,,,,7,0,1,0,0.000106,0,0.498571,0,0,
n517,.,r306,0.00345026,0.5,20.7024,7,1,1,11.5,0.000122,1.00E-06,0.692385,0,0,
n516,.,r305,0.00230017,0.5,20.7024,4,3,1,3114.642468,0.000231,0.001903,0.706066,0,0,
n515,.,r304,0.00230017,0.8,21.0788,4,3,1,1320.812055,0.000216,0.001192,0.720214,0,0,
n514,.,r303,0.00230017,0.8,21.0788,4,3,1,1184.678995,0.000216,0.001183,0.728012,0,0,
n513,.,r302,0.00230017,0.8,21.0788,4,2,1,1450.831871,0.000208,0.001036,0.568774,0,0,
n512,.,r301,0.00230017,0.8,21.0788,1,2,1,2767.157398,0.000205,0.000926,0.641323,0,0,
n305,.,r94,0.00230017,0.8,49.6857,1,2,1,240.352748,0.000173,5.00E-05,0.663032,0,0,
n511,.,r300,0.00230017,0.8,21.0788,1,2,1,240.352748,0.000173,5.00E-05,0.663032,0,0,
n510,.,r299,0.00230017,0.8,21.0788,1,2,1,3491.451983,0.000208,0.000325,0.705766,0,0,
n509,.,r298,0.00230017,0.8,21.0788,1,2,1,714.7691,0.000182,0.000208,0.604887,0,0,
n508,.,r297,0.00287522,1,21.4691,1,2,1,258.617502,0.000176,8.50E-05,0.61279,0,0,
n496,.,r285,0.0040253,0.875,23.0549,1,2,1,258.617502,0.000176,8.50E-05,0.61279,0,0,
n481,.,r270,0.00230017,0.5,24.8429,1,2,1,714.7691,0.000182,0.000208,0.604887,0,0,
n479,.,r268,0.00460035,0.571429,24.8429,1,2,1,133.516458,0.000173,5.50E-05,0.622099,0,0,
n506,.,r295,0.00230017,0.5,21.7375,3,2,1,635.096831,0.00018,2.90E-05,0.724383,0,0,
n290,.,r79,0.00287522,0.555556,56.8301,3,2,1,635.096831,0.00018,2.90E-05,0.724383,0,0,
n505,.,r294,0.00287522,1,22.0127,11,3,1,4599.248244,0.000223,0.000405,0.71619,0,0,
n176,space,285,,,,11,10,10,8455.044648,0.000178,5.00E-05,3.382786,0,0,
n504,.,r293,0.00460035,0.571429,22.0825,8,2,1,284.91573,0.000169,4.90E-05,0.587974,0,0,
n503,.,r292,0.00230017,0.571429,22.0825,11,2,1,230.902013,0.000167,3.90E-05,0.603166,0,0,
n138,oceans,220,,,,11,17,3,11675.47448,0.000194,3.70E-05,3.607569,0,0,
n502,.,r291,0.00230017,0.571429,22.0825,5,3,1,1073.177977,0.000224,0.001502,0.700178,0,0,
n501,.,r290,0.00287522,0.5,22.2949,5,2,1,218.800844,0.000183,0.000355,0.572096,0,0,
n500,.,r289,0.00287522,0.5,22.2949,5,1,1,16.741518,0.000169,0.000205,0.439454,0,0,
n499,.,r288,0.00460035,0.5,22.2949,11,3,1,3318.088088,0.000186,8.60E-05,0.754373,0,0,
n498,.,r287,0.00230017,0.571429,22.5844,3,2,1,1618.112015,0.000213,0.000893,0.624685,0,0,
n497,.,r286,0.00287522,0.714286,23.0026,4,3,1,1309.45188,0.000216,0.00119,0.720079,0,0,
n495,.,r284,0.00230017,0.666667,23.1867,6,2,1,244.353923,0.000167,7.10E-05,0.618618,0,0,
n494,.,r283,0.00230017,0.666667,23.1867,6,1,1,2410,0.000164,1.90E-05,0.681217,0,0,
n24,Buddhism,43,,,,6,0,1,0,0.000137,0,0.439517,0,0,
n493,.,r282,0.00230017,0.666667,23.1867,4,2,1,93.769983,0.000178,0.000323,0.582787,0,0,
n492,.,r281,0.00460035,0.888889,23.4209,5,2,1,341.625697,0.000214,0.001148,0.559442,0,0,
n491,.,r280,0.00345026,0.545455,24.3217,2,1,1,73.613111,0.00016,0.000365,0.473295,0,0,
n490,.,r279,0.00230017,0.8,24.407,6,3,1,3401.535541,0.000197,0.000128,0.779843,0,0,
n489,.,r278,0.00287522,1,24.493,6,3,1,3695.07649,0.000208,0.00097,0.753711,0,0,
n487,.,r276,0.00287522,1,24.493,6,2,1,244.353923,0.000167,7.10E-05,0.618618,0,0,
n486,.,r275,0.00230017,1,24.493,5,3,1,1547.280032,0.000225,0.001463,0.708533,0,0,
n485,.,r274,0.00287522,0.555556,24.7721,5,3,1,1146.492472,0.000218,0.001223,0.709388,0,0,
n484,.,r273,0.00287522,0.555556,24.7721,5,3,1,1274.372425,0.000224,0.001463,0.707413,0,0,
n483,.,r272,0.00287522,0.555556,24.7721,5,2,1,215.330516,0.000194,0.000595,0.570121,0,0,
n476,.,r265,0.00230017,0.666667,25.2029,5,3,1,1615.112069,0.000224,0.001433,0.716722,0,0,
n475,.,r264,0.00230017,0.571429,25.4799,3,2,1,364.28795,0.000173,0.000272,0.578137,0,0,
n474,.,r263,0.00230017,0.571429,25.4799,8,3,1,3674.010168,0.000219,0.000696,0.752933,0,0,
n473,.,r262,0.00230017,1,25.5735,8,2,1,1414.571334,0.000202,0.000397,0.614328,0,0,
n471,.,r260,0.00287522,0.5,25.5735,3,3,1,2302.751166,0.000212,0.000348,0.787414,0,0,
n421,.,r210,0.0040253,0.583333,31.7005,3,2,1,1618.112015,0.000213,0.000893,0.624685,0,0,
n447,.,r236,0.00690052,0.75,28.9833,3,2,1,2849.838242,0.000207,0.00031,0.784316,0,0,
n346,.,r135,0.00230017,0.8,40.9176,3,2,1,2022.916153,0.000207,0.000318,0.66506,0,0,
n97,humanity,147,,,,2,0,1,0,0.000153,1.30E-05,0.361668,0,0,
n467,.,r256,0.00345026,0.6,26.085,4,3,1,151.426726,0.000178,0.000362,0.724836,0,0,
n465,.,r254,0.00230017,0.5,26.3485,3,2,1,848.759699,0.000191,0.00045,0.584854,0,0,
n464,.,r253,0.00230017,0.571429,26.8571,3,2,1,364.28795,0.000173,0.000272,0.578137,0,0,
n462,.,r251,0.00575043,0.526316,26.9195,3,2,1,190.319347,0.000167,6.90E-05,0.609532,0,0,
n460,.,r249,0.00287522,0.555556,27.6032,11,1,1,6.486709,0.00013,6.00E-06,0.461449,0,0,
n193,time,307,,,,11,0,14,3747.365818,0.000153,6.00E-06,2.624664,0,0,
n459,.,r248,0.0040253,0.7,27.6659,6,3,1,3695.07649,0.000208,0.00097,0.753711,0,0,
n458,.,r247,0.00230017,0.8,27.824,5,3,1,1060.80122,0.000224,0.001506,0.701327,0,0,
n457,.,r246,0.00287522,0.625,27.8686,11,2,1,1387.44217,0.000208,0.000338,0.565592,0,0,
n151,Planets,239,,,,11,6,20,9102.248912,0.000178,6.50E-05,4.247404,0,0,
n456,.,r245,0.00460035,0.727273,28.1051,11,1,1,2.647534,0.000148,3.80E-05,0.426987,0,0,
n455,.,r244,0.00460035,0.727273,28.1051,3,2,1,6737.908125,0.000207,0.000941,0.590343,0,0,
n454,.,r243,0.0040253,0.875,28.1782,11,1,1,22.270893,0.00013,5.00E-06,0.502975,0,0,
n44,cosmos,73,,,,11,0,4,438.702387,0.000152,2.00E-06,0.945321,0,0,
n453,.,r242,0.00287522,0.714286,28.2305,3,1,1,21.102928,0.000156,4.30E-05,0.45525,0,0,
n451,.,r240,0.00287522,0.555556,28.415,4,2,1,17.484592,0.000163,0.000175,0.575594,0,0,
n450,.,r239,0.00345026,0.545455,28.7438,11,3,1,2138.461791,0.00021,0.000352,0.70936,0,0,
n449,.,r238,0.00345026,0.75,28.9833,11,2,1,16.169311,0.000149,5.20E-05,0.570755,0,0,
n448,.,r237,0.00345026,0.75,28.9833,11,1,1,7.487955,0.000158,1.80E-05,0.451049,0,0,
n110,law,169,,,,3,0,1,0,0.000166,3.00E-06,0.372223,0,0,
n177,spoken.word,287,,,,2,0,1,0,0.000128,1.00E-06,0.433587,0,0,
n445,.,r234,0.00287522,0.555556,29.2761,11,2,1,2311.572439,0.000185,7.80E-05,0.607137,0,0,
n377,.,r166,0.00345026,0.75,37.2643,3,3,1,2926.009951,0.000225,0.001317,0.722146,0,0,
n444,.,r233,0.00345026,0.75,29.642,5,2,1,246.571745,0.000175,0.000356,0.570976,0,0,
n443,.,r232,0.00230017,0.666667,29.7265,5,2,1,4137.452938,0.000213,0.000505,0.578059,0,0,
n440,.,r229,0.00345026,0.5,29.9828,4,2,1,95.628409,0.000176,0.000265,0.583203,0,0,
n260,.,r49,0.00230017,0.5,79.0455,2,2,1,574.478283,0.000183,0.000551,0.598911,0,0,
n438,.,r227,0.00230017,0.571429,30.1126,2,2,1,574.478283,0.000183,0.000551,0.598911,0,0,
n437,.,r226,0.00230017,1,30.5088,2,2,1,881.401224,0.000189,0.001488,0.6081,0,0,
n436,.,r225,0.00230017,1,30.5088,1,1,1,9.33609,0.000162,1.30E-05,0.485395,0,0,
n435,.,r224,0.0080506,0.636364,30.7399,11,3,1,5134.662226,0.000222,0.000389,0.735341,0,0,
n434,.,r223,0.00230017,0.8,30.9156,11,3,1,1558.549437,0.000191,0.000111,0.748853,0,0,
n433,.,r222,0.00230017,0.8,30.9156,11,3,1,6745.230685,0.000212,0.000346,0.717991,0,0,
n432,.,r221,0.00230017,0.8,30.9156,11,2,1,2096.651159,0.000208,0.000317,0.589654,0,0,
n431,.,r220,0.00230017,0.8,30.9156,11,2,1,85.631895,0.00016,3.70E-05,0.589179,0,0,
n430,.,r219,0.00230017,0.8,30.9156,11,2,1,122.101986,0.00015,4.60E-05,0.579386,0,0,
n429,.,r218,0.00230017,0.8,30.9156,4,2,1,2299.23866,0.000213,0.000919,0.625527,0,0,
n166,religion,262,,,,4,13,4,14785.80712,0.000181,0.000119,3.438017,0,0,
n38,compassion,64,,,,4,4,7,3956.296712,0.00017,6.60E-05,2.152568,0,0,
n428,.,r217,0.00287522,0.625,31.0536,1,1,1,13.692372,0.000149,2.20E-05,0.514855,0,0,
n27,cars,47,,,,1,1,3,527.640057,0.000167,1.30E-05,0.927296,0,0,
n3,AI,7,,,,8,0,2,501.637803,0.000166,3.00E-06,0.636113,0,0,
n426,.,r215,0.00460035,0.571429,31.0536,11,3,1,3217.234773,0.000186,8.60E-05,0.759536,0,0,
n425,.,r214,0.00230017,0.8,31.6182,11,2,1,16.073457,0.00013,8.00E-06,0.615641,0,0,
n424,.,r213,0.00230017,0.8,31.6182,11,2,1,2141.923296,0.000185,7.70E-05,0.611491,0,0,
n49,dark.matter,80,,,,11,1,8,2380.457331,0.000152,5.00E-06,1.733381,0,0,
n423,.,r212,0.00230017,0.8,31.6182,11,1,1,8.115072,0.00013,5.00E-06,0.465803,0,0,
n420,.,r209,0.00287522,0.625,31.9669,11,4,1,5497.010399,0.000223,0.000424,0.855048,0,0,
n419,.,r208,0.00287522,0.833333,32.2037,5,3,1,902.412547,0.000223,0.001422,0.701996,0,0,
n418,.,r207,0.00230017,0.5,32.2037,11,3,1,875.820532,0.000186,0.000124,0.716443,0,0,
n417,.,r206,0.00287522,0.833333,32.2037,3,3,1,315.371842,0.000167,7.40E-05,0.765902,0,0,
n416,.,r205,0.00230017,1,32.2037,1,2,1,1256.202029,0.000199,0.00038,0.628176,0,0,
n415,.,r204,0.00230017,0.666667,32.2037,3,2,1,3975.943405,0.000214,0.00091,0.592541,0,0,
n414,.,r203,0.00287522,1,32.2037,11,2,1,546.601634,0.000185,9.00E-05,0.596737,0,0,
n413,.,r202,0.00575043,0.833333,32.2037,3,2,1,4687.222833,0.000214,0.000907,0.593561,0,0,
n412,.,r201,0.00230017,1,32.2037,3,2,1,214.026445,0.000167,6.60E-05,0.610552,0,0,
n411,.,r200,0.00230017,1,32.2037,3,2,1,51.731026,0.000157,4.80E-05,0.61162,0,0,
n410,.,r199,0.0040253,1,32.2037,3,1,1,27.045908,0.000156,4.00E-05,0.45627,0,0,
n409,.,r198,0.00517539,1,32.2037,11,2,1,126.439415,0.000148,1.40E-05,0.613849,0,0,
n408,.,r197,0.00287522,0.833333,32.9356,11,2,1,2531.832158,0.000185,7.70E-05,0.648663,0,0,
n404,.,r193,0.00287522,0.555556,33.3142,4,3,1,151.426726,0.000178,0.000362,0.724836,0,0,
n403,.,r192,0.00230017,0.5,33.4423,11,3,1,4451.590469,0.000222,0.00041,0.711279,0,0,
n402,.,r191,0.0040253,0.875,33.8139,11,2,1,567.898446,0.000185,0.00011,0.572675,0,0,
n196,trees,311,,,,8,0,2,4816,0.00013,0,0.879041,0,0,
n400,.,r189,0.00345026,0.666667,34.098,1,2,1,1289.400918,0.000189,8.50E-05,0.631082,0,0,
n399,.,r188,0.00287522,0.714286,34.504,8,2,1,757.356545,0.000179,7.00E-05,0.627934,0,0,
n398,.,r187,0.00287522,0.555556,34.504,8,1,1,7218,0.000154,7.00E-06,0.696069,0,0,
n397,.,r186,0.00287522,0.555556,34.504,11,3,1,3318.088088,0.000186,8.60E-05,0.754373,0,0,
n60,DNA,95,,,,11,0,3,75.282701,0.000175,9.00E-06,0.711432,0,0,
n395,.,r184,0.00230017,0.5,34.78,11,3,1,6745.230685,0.000212,0.000346,0.717991,0,0,
n394,.,r183,0.00230017,0.5,34.78,11,2,1,143.289121,0.000148,1.40E-05,0.608685,0,0,
n391,.,r180,0.00287522,0.5,34.78,11,2,1,122.101986,0.00015,4.60E-05,0.579386,0,0,
n390,.,r179,0.00230017,0.5,34.78,4,2,1,32.844796,0.00016,0.000108,0.583808,0,0,
n388,.,r177,0.00230017,0.571429,35.4898,5,3,1,465.877172,0.000215,0.001245,0.695278,0,0,
